company,job_title,location,salary,experience_years,company_rating,data_source,date_posted
Shopify,Senior Product Manager,"Toronto, Canada",115964,1,3.6,glassdoor,2025-08-03 00:52:04.468244
Oracle,DevOps Engineer,"Denver, CO",116506,15,4.1,glassdoor,2025-03-10 00:52:04.468247
Intel,DevOps Engineer,"Toronto, Canada",66362,17,4.1,glassdoor,2025-04-06 00:52:04.468251
AMD,DevOps Engineer,"Chicago, IL",101976,5,4.2,glassdoor,2025-03-11 00:52:04.468254
Atlassian,DevOps Engineer,"Boston, MA",126255,4,4.6,glassdoor,2025-01-07 00:52:04.468258
Intel,Frontend Engineer,"Los Angeles, CA",106943,13,3.2,glassdoor,2025-05-11 00:52:04.468261
Meta,ML Engineer,"Los Angeles, CA",112589,20,3.9,glassdoor,2024-12-15 00:52:04.468265
Intel,Senior Engineering Manager,"San Francisco, CA",160302,10,4.0,glassdoor,2024-11-01 00:52:04.468268
Meta,ML Engineer,Remote - US,230969,20,4.7,glassdoor,2025-06-28 00:52:04.468271
VMware,Engineering Manager,"Austin, TX",213643,12,3.2,glassdoor,2025-02-15 00:52:04.468275
Amazon,Mobile Engineer,Remote - US,152524,1,4.0,glassdoor,2024-11-27 00:52:04.468279
Google,Data Scientist,Remote - US,214466,5,4.5,glassdoor,2024-10-02 00:52:04.468282
NVIDIA,ML Engineer,"Denver, CO",100083,3,3.7,glassdoor,2025-03-10 00:52:04.468286
Adobe,Security Engineer,Remote - US,78316,12,3.4,glassdoor,2025-03-22 00:52:04.468289
AMD,Frontend Engineer,"Toronto, Canada",88031,3,3.5,glassdoor,2024-10-23 00:52:04.468293
Atlassian,Engineering Manager,"Toronto, Canada",224450,6,4.4,glassdoor,2025-01-02 00:52:04.468296
VMware,Principal Software Engineer,"Denver, CO",187149,4,4.8,glassdoor,2024-09-27 00:52:04.468300
Stripe,Senior Product Manager,"Chicago, IL",143840,9,4.7,glassdoor,2024-12-14 00:52:04.468303
IBM,Principal Software Engineer,"Austin, TX",186126,0,3.0,glassdoor,2025-04-19 00:52:04.468306
Amazon,Product Manager,"New York, NY",271415,2,3.1,glassdoor,2025-01-29 00:52:04.468310
Amazon,Frontend Engineer,"Los Angeles, CA",186056,12,3.0,glassdoor,2024-11-16 00:52:04.468314
Stripe,ML Engineer,"Chicago, IL",218295,11,3.4,glassdoor,2025-02-10 00:52:04.468317
Oracle,Full Stack Engineer,"Berlin, Germany",73195,19,4.2,glassdoor,2024-10-05 00:52:04.468320
Shopify,Senior Software Engineer,"Denver, CO",133449,10,3.7,glassdoor,2025-05-10 00:52:04.468324
NVIDIA,Full Stack Engineer,"Chicago, IL",75240,17,4.5,glassdoor,2025-02-13 00:52:04.468327
NVIDIA,DevOps Engineer,"Berlin, Germany",97931,15,5.0,glassdoor,2025-03-07 00:52:04.468330
Microsoft,Full Stack Engineer,"Seattle, WA",145271,15,3.5,glassdoor,2025-08-01 00:52:04.468334
Apple,Senior Product Manager,"Toronto, Canada",157755,20,4.8,glassdoor,2025-01-28 00:52:04.468337
OpenAI,ML Engineer,"Austin, TX",84298,19,5.0,glassdoor,2025-08-31 00:52:04.468341
Snowflake,Senior Data Scientist,Remote - US,104808,14,3.4,glassdoor,2025-02-19 00:52:04.468344
Amazon,Software Engineer,"Berlin, Germany",68185,4,4.2,glassdoor,2024-10-07 00:52:04.468347
Cisco,Software Engineer,Remote - US,86964,14,3.1,glassdoor,2025-06-17 00:52:04.468351
Atlassian,Data Scientist,"Toronto, Canada",104384,18,3.8,glassdoor,2024-12-17 00:52:04.468354
IBM,Senior Software Engineer,"Boston, MA",112183,18,3.2,glassdoor,2024-12-27 00:52:04.468357
Shopify,Senior Engineering Manager,"Denver, CO",126000,9,4.7,glassdoor,2025-08-28 00:52:04.468361
Stripe,ML Engineer,"Chicago, IL",117788,3,4.4,glassdoor,2025-08-09 00:52:04.468364
Tesla,Full Stack Engineer,"Denver, CO",140954,7,3.0,glassdoor,2024-10-18 00:52:04.468367
Netflix,Security Engineer,"San Francisco, CA",302192,9,3.4,glassdoor,2025-03-27 00:52:04.468371
Intel,Full Stack Engineer,"Austin, TX",96914,14,4.6,glassdoor,2025-07-20 00:52:04.468374
Amazon,Senior Engineering Manager,"New York, NY",168337,4,4.5,glassdoor,2024-11-12 00:52:04.468378
Salesforce,Software Engineer,"Denver, CO",85850,15,3.7,glassdoor,2024-09-25 00:52:04.468381
GitHub,Software Engineer,"Toronto, Canada",111235,16,4.8,glassdoor,2025-03-13 00:52:04.468384
IBM,Principal Software Engineer,"Chicago, IL",205686,15,3.1,glassdoor,2025-02-06 00:52:04.468388
Adobe,Frontend Engineer,"Seattle, WA",125483,2,3.2,glassdoor,2024-10-12 00:52:04.468391
Databricks,Full Stack Engineer,"Chicago, IL",118451,16,4.8,glassdoor,2025-07-09 00:52:04.468395
Amazon,Software Engineer,"New York, NY",127688,2,4.1,glassdoor,2024-10-12 00:52:04.468398
Tesla,Backend Engineer,"Berlin, Germany",107377,17,3.7,glassdoor,2025-05-06 00:52:04.468403
Shopify,Staff Software Engineer,"Berlin, Germany",122667,5,4.2,glassdoor,2025-07-20 00:52:04.468406
Adobe,Senior Software Engineer,"Austin, TX",118243,6,3.3,glassdoor,2025-07-11 00:52:04.468409
AMD,Security Engineer,"San Francisco, CA",134829,11,3.1,glassdoor,2025-09-11 00:52:04.468413
Amazon,Mobile Engineer,"Berlin, Germany",80851,8,4.2,glassdoor,2025-09-13 00:52:04.468416
Stripe,Engineering Manager,"Los Angeles, CA",265007,7,4.7,glassdoor,2025-05-31 00:52:04.468420
Tesla,Full Stack Engineer,"Denver, CO",168182,15,3.4,glassdoor,2025-06-21 00:52:04.468423
OpenAI,Staff Software Engineer,"New York, NY",197891,4,4.7,glassdoor,2025-07-05 00:52:04.468427
Cisco,Staff Software Engineer,"Denver, CO",176851,16,5.0,glassdoor,2025-08-11 00:52:04.468430
Salesforce,Senior Engineering Manager,"Austin, TX",62920,20,4.5,glassdoor,2024-11-01 00:52:04.468433
Databricks,Senior Product Manager,"Boston, MA",95372,13,3.1,glassdoor,2025-02-08 00:52:04.468437
Microsoft,ML Engineer,"Chicago, IL",144894,0,3.4,glassdoor,2025-03-10 00:52:04.468440
OpenAI,Backend Engineer,"London, UK",79515,7,4.5,glassdoor,2025-07-14 00:52:04.468443
Shopify,Mobile Engineer,"Chicago, IL",87771,20,4.7,glassdoor,2024-10-27 00:52:04.468447
Netflix,Senior Product Manager,"London, UK",126327,16,3.6,glassdoor,2025-08-10 00:52:04.468451
GitHub,Software Engineer,"Chicago, IL",95259,2,4.1,glassdoor,2024-09-22 00:52:04.468454
Cisco,Engineering Manager,"Berlin, Germany",115215,1,3.7,glassdoor,2025-02-28 00:52:04.468458
Airbnb,Backend Engineer,"Berlin, Germany",54285,10,3.6,glassdoor,2024-12-17 00:52:04.468461
Oracle,ML Engineer,"Boston, MA",62192,15,4.0,glassdoor,2025-03-04 00:52:04.468466
Cisco,Engineering Manager,"Denver, CO",150245,10,3.2,glassdoor,2025-01-10 00:52:04.468470
Snowflake,Mobile Engineer,"London, UK",106097,20,3.1,glassdoor,2024-10-30 00:52:04.468473
Airbnb,Data Scientist,"Boston, MA",68520,19,4.0,glassdoor,2025-04-10 00:52:04.468477
Snowflake,Senior Product Manager,"London, UK",87485,6,3.7,glassdoor,2025-04-14 00:52:04.468480
Tesla,ML Engineer,Remote - US,132870,13,3.6,glassdoor,2024-11-15 00:52:04.468484
GitHub,Product Manager,"London, UK",124189,4,4.6,glassdoor,2024-09-30 00:52:04.468487
Stripe,Product Manager,"Berlin, Germany",97689,11,4.4,glassdoor,2024-12-08 00:52:04.468491
Snowflake,Product Manager,"Denver, CO",116272,18,4.0,glassdoor,2025-07-19 00:52:04.468494
AMD,Senior Data Scientist,"Berlin, Germany",77735,7,3.4,glassdoor,2024-10-28 00:52:04.468498
Snowflake,Senior Engineering Manager,"Berlin, Germany",43385,15,3.7,glassdoor,2025-03-01 00:52:04.468501
Shopify,Data Scientist,"London, UK",121478,14,4.1,glassdoor,2025-07-05 00:52:04.468504
Airbnb,Staff Software Engineer,"Boston, MA",219672,3,4.9,glassdoor,2024-12-10 00:52:04.468508
OpenAI,Software Engineer,"Seattle, WA",128893,6,4.6,glassdoor,2025-05-10 00:52:04.468511
Shopify,Backend Engineer,Remote - US,212087,18,4.6,glassdoor,2024-12-30 00:52:04.468515
Salesforce,Frontend Engineer,"Austin, TX",62983,8,3.1,glassdoor,2025-02-11 00:52:04.468519
IBM,Full Stack Engineer,"London, UK",130728,3,4.0,glassdoor,2025-03-03 00:52:04.468523
Snowflake,Principal Software Engineer,"New York, NY",261263,5,3.2,glassdoor,2025-08-21 00:52:04.468526
Microsoft,Staff Software Engineer,"Boston, MA",231267,3,4.1,glassdoor,2025-05-03 00:52:04.468530
Meta,Principal Software Engineer,"Toronto, Canada",284486,13,3.4,glassdoor,2024-10-14 00:52:04.468533
Salesforce,Senior Software Engineer,"San Francisco, CA",172963,3,3.7,glassdoor,2024-11-02 00:52:04.468537
AMD,Data Scientist,"Boston, MA",103665,13,3.5,glassdoor,2025-05-28 00:52:04.468540
Oracle,Data Scientist,Remote - US,137181,11,4.7,glassdoor,2025-07-02 00:52:04.468544
Google,ML Engineer,"Austin, TX",105320,5,4.6,glassdoor,2025-03-05 00:52:04.468547
Tesla,Software Engineer,"New York, NY",181143,2,4.1,glassdoor,2024-11-07 00:52:04.468551
Airbnb,Full Stack Engineer,"Seattle, WA",167327,3,3.5,glassdoor,2025-02-21 00:52:04.468554
Uber,Senior Product Manager,"Denver, CO",100308,19,3.3,glassdoor,2025-06-21 00:52:04.468558
Uber,Data Scientist,"Seattle, WA",166092,0,3.5,glassdoor,2025-04-13 00:52:04.468561
GitHub,Security Engineer,"Denver, CO",135154,6,3.5,glassdoor,2025-08-07 00:52:04.468564
GitHub,Backend Engineer,"Denver, CO",96436,4,4.5,glassdoor,2025-03-05 00:52:04.468568
Oracle,Security Engineer,"San Francisco, CA",173613,17,4.5,glassdoor,2025-06-04 00:52:04.468571
Intel,Full Stack Engineer,"Chicago, IL",92211,16,3.7,glassdoor,2025-09-07 00:52:04.468575
Shopify,Mobile Engineer,"London, UK",111934,12,4.7,glassdoor,2024-11-11 00:52:04.468578
Tesla,DevOps Engineer,"New York, NY",214912,2,4.2,glassdoor,2024-09-25 00:52:04.468582
Intel,Security Engineer,"New York, NY",207101,12,3.4,glassdoor,2025-04-10 00:52:04.468585
Databricks,Security Engineer,"Boston, MA",104207,7,4.4,glassdoor,2025-05-22 00:52:04.468590
OpenAI,Full Stack Engineer,"San Francisco, CA",183664,18,3.5,glassdoor,2024-09-25 00:52:04.468594
Apple,Backend Engineer,"Toronto, Canada",154165,0,3.8,glassdoor,2025-03-25 00:52:04.468597
Databricks,Security Engineer,"San Francisco, CA",203986,15,3.9,glassdoor,2025-02-01 00:52:04.468601
GitHub,Staff Software Engineer,"Chicago, IL",138709,8,3.7,glassdoor,2025-05-03 00:52:04.468604
Databricks,Data Scientist,"Denver, CO",134433,5,3.3,glassdoor,2024-11-22 00:52:04.468607
IBM,Mobile Engineer,"London, UK",93415,16,4.6,glassdoor,2025-08-30 00:52:04.468611
OpenAI,DevOps Engineer,"San Francisco, CA",159920,7,3.2,glassdoor,2025-06-28 00:52:04.468614
Apple,Senior Software Engineer,"Boston, MA",179637,2,4.1,glassdoor,2025-05-10 00:52:04.468618
Atlassian,Engineering Manager,"Boston, MA",179626,4,4.7,glassdoor,2025-04-28 00:52:04.468621
Netflix,Senior Product Manager,"Chicago, IL",158234,9,3.3,glassdoor,2025-08-14 00:52:04.468625
Uber,Staff Software Engineer,"London, UK",182473,1,4.1,glassdoor,2025-06-19 00:52:04.468628
Stripe,Full Stack Engineer,"Chicago, IL",198922,5,3.5,glassdoor,2025-06-09 00:52:04.468632
Oracle,Staff Software Engineer,"Seattle, WA",252107,3,3.5,glassdoor,2025-06-18 00:52:04.468635
Adobe,Principal Software Engineer,"Denver, CO",232418,17,4.5,glassdoor,2025-06-18 00:52:04.468639
Meta,Senior Engineering Manager,"Austin, TX",142332,0,3.7,glassdoor,2025-06-22 00:52:04.468643
Cisco,Data Scientist,Remote - US,105810,0,4.0,glassdoor,2025-08-19 00:52:04.468646
OpenAI,Engineering Manager,"New York, NY",285139,1,3.9,glassdoor,2025-07-12 00:52:04.468649
Uber,DevOps Engineer,"London, UK",137076,8,3.9,glassdoor,2025-01-28 00:52:04.468653
Netflix,Principal Software Engineer,"Toronto, Canada",384476,7,3.3,glassdoor,2024-11-11 00:52:04.468656
Cisco,Senior Software Engineer,"Seattle, WA",144013,12,3.3,glassdoor,2025-04-23 00:52:04.468660
Atlassian,Mobile Engineer,"Denver, CO",103041,12,4.1,glassdoor,2025-02-23 00:52:04.468663
Spotify,Backend Engineer,"Berlin, Germany",50810,16,3.7,glassdoor,2024-11-11 00:52:04.468667
Salesforce,Security Engineer,"Boston, MA",99522,16,4.9,glassdoor,2025-06-24 00:52:04.468670
Spotify,Full Stack Engineer,"New York, NY",181336,1,3.4,glassdoor,2024-11-14 00:52:04.468674
Databricks,Senior Data Scientist,"Seattle, WA",127300,19,4.8,glassdoor,2025-03-06 00:52:04.468677
OpenAI,Senior Data Scientist,"Los Angeles, CA",121834,0,3.6,glassdoor,2025-06-08 00:52:04.468681
Cisco,Software Engineer,"Austin, TX",86570,13,4.6,glassdoor,2025-07-04 00:52:04.468684
Atlassian,Engineering Manager,"Berlin, Germany",127457,9,3.8,glassdoor,2025-07-07 00:52:04.468688
Google,Senior Product Manager,"Denver, CO",116493,8,4.0,glassdoor,2025-01-22 00:52:04.468691
NVIDIA,Backend Engineer,"Los Angeles, CA",109840,6,3.9,glassdoor,2025-02-17 00:52:04.468695
Microsoft,Senior Product Manager,"New York, NY",82009,20,4.8,glassdoor,2025-04-19 00:52:04.468698
Databricks,Senior Software Engineer,"Los Angeles, CA",121290,14,4.8,glassdoor,2024-10-18 00:52:04.468701
GitHub,Staff Software Engineer,"London, UK",98255,9,3.7,glassdoor,2024-12-29 00:52:04.468705
Adobe,Full Stack Engineer,"San Francisco, CA",201074,15,3.1,glassdoor,2025-04-01 00:52:04.468708
Tesla,Senior Data Scientist,Remote - US,171588,5,3.0,glassdoor,2025-07-28 00:52:04.468712
Meta,Data Scientist,"San Francisco, CA",278226,0,4.0,glassdoor,2024-10-30 00:52:04.468715
Spotify,DevOps Engineer,"San Francisco, CA",211280,14,3.8,glassdoor,2024-11-08 00:52:04.468719
Atlassian,DevOps Engineer,"London, UK",78753,10,3.6,glassdoor,2025-08-22 00:52:04.468722
VMware,Mobile Engineer,"London, UK",131168,3,4.8,glassdoor,2025-01-11 00:52:04.468726
GitHub,Mobile Engineer,"San Francisco, CA",192203,17,4.5,glassdoor,2024-12-02 00:52:04.468729
Spotify,Staff Software Engineer,"New York, NY",216069,12,3.7,glassdoor,2025-02-04 00:52:04.468733
AMD,Data Scientist,"New York, NY",201002,4,4.5,glassdoor,2025-06-09 00:52:04.468736
Apple,Security Engineer,"Boston, MA",117745,12,3.4,glassdoor,2025-08-26 00:52:04.468739
Stripe,Software Engineer,"New York, NY",147311,6,3.8,glassdoor,2025-06-10 00:52:04.468743
GitHub,Engineering Manager,"Chicago, IL",150186,17,4.1,glassdoor,2025-06-02 00:52:04.468746
Google,Staff Software Engineer,"New York, NY",283927,1,3.5,glassdoor,2025-01-13 00:52:04.468750
VMware,Staff Software Engineer,"Austin, TX",127767,14,4.8,glassdoor,2025-06-25 00:52:04.468753
Intel,Full Stack Engineer,"Seattle, WA",174744,2,4.3,glassdoor,2025-03-26 00:52:04.468756
Oracle,DevOps Engineer,"Denver, CO",102408,8,4.2,glassdoor,2024-12-11 00:52:04.468760
AMD,ML Engineer,"Berlin, Germany",80929,10,4.1,glassdoor,2024-10-11 00:52:04.468764
Intel,Mobile Engineer,"Berlin, Germany",66976,8,4.6,glassdoor,2025-05-15 00:52:04.468767
Uber,Software Engineer,"Chicago, IL",68674,15,3.5,glassdoor,2024-12-31 00:52:04.468771
Stripe,Full Stack Engineer,"Toronto, Canada",159366,12,3.1,glassdoor,2024-11-19 00:52:04.468776
Stripe,Data Scientist,"Seattle, WA",131500,4,4.1,glassdoor,2025-05-28 00:52:04.468780
Uber,Backend Engineer,"New York, NY",178949,3,4.4,glassdoor,2025-01-02 00:52:04.468784
Databricks,Frontend Engineer,"Toronto, Canada",78444,12,3.8,glassdoor,2025-04-01 00:52:04.468787
Stripe,Staff Software Engineer,"Austin, TX",316942,5,4.2,glassdoor,2024-10-13 00:52:04.468790
Apple,ML Engineer,"San Francisco, CA",268139,13,3.8,glassdoor,2025-02-08 00:52:04.468794
Meta,Frontend Engineer,"Denver, CO",159912,0,3.7,glassdoor,2025-03-12 00:52:04.468797
Amazon,Senior Data Scientist,"Austin, TX",175884,15,4.8,glassdoor,2025-01-09 00:52:04.468800
OpenAI,Product Manager,"Chicago, IL",89719,13,4.7,glassdoor,2025-04-24 00:52:04.468804
Uber,Senior Engineering Manager,"Los Angeles, CA",143686,5,4.2,glassdoor,2024-11-18 00:52:04.468807
OpenAI,Staff Software Engineer,"Seattle, WA",219016,2,3.2,glassdoor,2025-09-13 00:52:04.468811
Meta,Frontend Engineer,"Denver, CO",164869,2,4.9,glassdoor,2024-09-25 00:52:04.468814
IBM,Engineering Manager,"San Francisco, CA",321771,0,3.9,glassdoor,2025-09-01 00:52:04.468818
Meta,Senior Data Scientist,"Los Angeles, CA",179541,11,4.3,glassdoor,2025-08-04 00:52:04.468821
Microsoft,Senior Engineering Manager,"Boston, MA",154219,10,3.2,glassdoor,2024-11-23 00:52:04.468825
Apple,Senior Software Engineer,"London, UK",106214,0,4.6,glassdoor,2025-06-11 00:52:04.468828
VMware,Senior Engineering Manager,"Chicago, IL",87263,15,3.2,glassdoor,2024-11-18 00:52:04.468831
Stripe,Mobile Engineer,"Seattle, WA",191736,19,3.6,glassdoor,2025-08-15 00:52:04.468835
Atlassian,Data Scientist,"New York, NY",166858,20,4.6,glassdoor,2024-12-28 00:52:04.468838
Amazon,Full Stack Engineer,"London, UK",97797,7,4.4,glassdoor,2025-09-01 00:52:04.468842
OpenAI,ML Engineer,"Berlin, Germany",112064,5,4.4,glassdoor,2025-01-29 00:52:04.468845
Databricks,Mobile Engineer,"Boston, MA",140754,9,4.3,glassdoor,2025-02-24 00:52:04.468849
GitHub,Senior Product Manager,"Boston, MA",121005,10,3.4,glassdoor,2025-01-24 00:52:04.468852
Meta,Engineering Manager,"San Francisco, CA",377283,2,3.1,glassdoor,2025-07-19 00:52:04.468856
Meta,Principal Software Engineer,"Denver, CO",274914,4,3.3,glassdoor,2025-08-11 00:52:04.468859
Stripe,ML Engineer,"Toronto, Canada",122413,10,4.2,glassdoor,2025-01-14 00:52:04.468863
GitHub,Frontend Engineer,"Seattle, WA",142575,20,4.3,glassdoor,2024-10-09 00:52:04.468866
Adobe,Senior Data Scientist,"Toronto, Canada",113567,6,4.8,glassdoor,2024-10-17 00:52:04.468869
Microsoft,DevOps Engineer,"New York, NY",153426,12,3.4,glassdoor,2025-08-15 00:52:04.468873
Microsoft,Senior Software Engineer,"Boston, MA",181468,12,3.4,glassdoor,2025-01-06 00:52:04.468876
Atlassian,Security Engineer,"Toronto, Canada",104646,10,3.9,glassdoor,2025-04-03 00:52:04.468880
AMD,Frontend Engineer,"Berlin, Germany",46753,10,4.9,glassdoor,2024-12-01 00:52:04.468883
NVIDIA,Senior Engineering Manager,"San Francisco, CA",134123,5,4.9,glassdoor,2025-02-17 00:52:04.468887
Apple,Full Stack Engineer,"Los Angeles, CA",138692,4,3.1,glassdoor,2025-07-08 00:52:04.468890
Uber,Mobile Engineer,"London, UK",160675,15,4.9,glassdoor,2025-06-06 00:52:04.468894
AMD,Senior Engineering Manager,"Chicago, IL",120021,1,4.5,glassdoor,2024-10-29 00:52:04.468897
Databricks,ML Engineer,"London, UK",71238,11,3.7,glassdoor,2025-07-26 00:52:04.468900
Shopify,Mobile Engineer,"Austin, TX",118498,6,3.3,glassdoor,2024-10-04 00:52:04.468904
Intel,Mobile Engineer,"Boston, MA",74578,16,3.8,glassdoor,2024-12-21 00:52:04.468907
Salesforce,Product Manager,"Chicago, IL",131386,1,3.9,glassdoor,2024-11-19 00:52:04.468911
Adobe,Senior Data Scientist,Remote - US,107606,14,3.1,glassdoor,2025-03-31 00:52:04.468914
Google,Frontend Engineer,"London, UK",133531,20,4.9,glassdoor,2025-08-16 00:52:04.468918
Shopify,Frontend Engineer,"Denver, CO",136637,19,4.1,glassdoor,2025-04-09 00:52:04.468922
Salesforce,Senior Product Manager,"Denver, CO",80197,8,3.6,glassdoor,2024-10-19 00:52:04.468925
Microsoft,Senior Product Manager,"Berlin, Germany",73542,18,3.5,glassdoor,2025-05-05 00:52:04.468929
Google,Mobile Engineer,"Austin, TX",133551,1,3.4,glassdoor,2025-01-30 00:52:04.468932
Uber,Security Engineer,"San Francisco, CA",234772,13,3.1,glassdoor,2025-08-10 00:52:04.468935
VMware,Data Scientist,Remote - US,89592,17,4.9,glassdoor,2025-09-09 00:52:04.468939
Spotify,Senior Data Scientist,"London, UK",42142,1,4.0,glassdoor,2024-11-24 00:52:04.468943
Tesla,Senior Data Scientist,"Seattle, WA",159664,7,4.9,glassdoor,2025-03-02 00:52:04.468946
Adobe,ML Engineer,"New York, NY",167884,17,4.3,glassdoor,2025-09-10 00:52:04.468950
Intel,Frontend Engineer,"Seattle, WA",174103,10,4.3,glassdoor,2025-01-15 00:52:04.468953
Google,Principal Software Engineer,"New York, NY",352131,8,3.3,glassdoor,2025-04-21 00:52:04.468957
Intel,Data Scientist,"Chicago, IL",107372,5,4.8,glassdoor,2025-06-05 00:52:04.468961
AMD,Senior Engineering Manager,"Los Angeles, CA",132924,3,4.5,glassdoor,2025-04-23 00:52:04.468965
Stripe,Staff Software Engineer,"Seattle, WA",184585,4,4.7,glassdoor,2025-09-16 00:52:04.468968
Uber,Staff Software Engineer,"Boston, MA",179294,5,3.2,glassdoor,2025-01-29 00:52:04.468972
Snowflake,Principal Software Engineer,Remote - US,226094,17,3.9,glassdoor,2025-07-17 00:52:04.468976
Shopify,Data Scientist,"Seattle, WA",165765,11,4.6,glassdoor,2025-03-21 00:52:04.468979
Netflix,Security Engineer,"Austin, TX",145482,17,4.9,glassdoor,2025-09-08 00:52:04.468983
Oracle,Staff Software Engineer,"Seattle, WA",212050,5,3.3,glassdoor,2025-06-27 00:52:04.468986
Spotify,Product Manager,"Denver, CO",54252,20,3.7,glassdoor,2025-03-27 00:52:04.468990
OpenAI,Frontend Engineer,"Seattle, WA",121916,16,4.6,glassdoor,2025-02-23 00:52:04.468994
Tesla,Senior Engineering Manager,"Austin, TX",147244,19,4.3,glassdoor,2024-11-21 00:52:04.468997
AMD,Staff Software Engineer,"Toronto, Canada",130173,7,4.7,glassdoor,2025-01-07 00:52:04.469001
Adobe,Backend Engineer,"Chicago, IL",109274,10,4.3,glassdoor,2025-06-08 00:52:04.469004
Microsoft,Senior Software Engineer,"Denver, CO",185302,6,3.0,glassdoor,2025-03-20 00:52:04.469008
Google,DevOps Engineer,"Berlin, Germany",98588,10,3.8,glassdoor,2025-09-14 00:52:04.469011
Snowflake,Backend Engineer,"Seattle, WA",145186,4,4.7,glassdoor,2024-11-17 00:52:04.469015
Spotify,Principal Software Engineer,"London, UK",143888,4,3.9,glassdoor,2024-12-08 00:52:04.469018
Adobe,ML Engineer,"Seattle, WA",134598,19,4.6,glassdoor,2024-10-26 00:52:04.469022
Snowflake,Senior Product Manager,"Boston, MA",121180,17,4.6,glassdoor,2025-04-20 00:52:04.469025
Microsoft,Principal Software Engineer,"San Francisco, CA",413537,9,4.3,glassdoor,2025-07-09 00:52:04.469029
NVIDIA,Data Scientist,"Chicago, IL",103275,4,3.6,glassdoor,2025-02-19 00:52:04.469032
Apple,Mobile Engineer,"Los Angeles, CA",157980,2,4.0,glassdoor,2025-04-17 00:52:04.469036
GitHub,Software Engineer,"San Francisco, CA",154294,9,3.7,glassdoor,2024-09-18 00:52:04.469039
Apple,Engineering Manager,Remote - US,155373,19,4.2,glassdoor,2025-07-28 00:52:04.469043
Databricks,Principal Software Engineer,"Seattle, WA",317069,8,4.5,glassdoor,2025-04-08 00:52:04.469046
Amazon,Senior Engineering Manager,"London, UK",117862,6,4.2,glassdoor,2025-08-08 00:52:04.469049
Uber,Senior Software Engineer,"Boston, MA",164066,9,4.7,glassdoor,2024-12-10 00:52:04.469053
Cisco,Staff Software Engineer,"Toronto, Canada",200790,17,4.9,glassdoor,2024-09-29 00:52:04.469056
Adobe,Senior Data Scientist,Remote - US,86209,9,3.2,glassdoor,2025-02-23 00:52:04.469060
Cisco,Senior Software Engineer,"Boston, MA",108122,13,3.2,glassdoor,2025-03-31 00:52:04.469063
Airbnb,Senior Software Engineer,"New York, NY",216086,2,3.2,glassdoor,2024-11-20 00:52:04.469067
Google,Principal Software Engineer,"Denver, CO",233748,1,3.9,glassdoor,2025-03-17 00:52:04.469070
OpenAI,Principal Software Engineer,"Boston, MA",266703,5,4.2,glassdoor,2024-12-04 00:52:04.469074
VMware,Senior Product Manager,"Seattle, WA",116341,10,3.3,glassdoor,2024-10-20 00:52:04.469077
Salesforce,Principal Software Engineer,"Berlin, Germany",123200,0,3.9,glassdoor,2024-09-20 00:52:04.469081
Meta,Senior Engineering Manager,"Toronto, Canada",163001,16,3.5,glassdoor,2025-02-21 00:52:04.469085
Google,Mobile Engineer,"Boston, MA",114846,18,4.6,glassdoor,2025-06-13 00:52:04.469088
Shopify,Senior Product Manager,"San Francisco, CA",149179,13,3.4,glassdoor,2024-10-11 00:52:04.469092
OpenAI,Product Manager,Remote - US,126342,9,3.7,glassdoor,2025-02-22 00:52:04.469095
Salesforce,Frontend Engineer,"London, UK",90729,9,3.5,glassdoor,2024-11-06 00:52:04.469099
Amazon,Frontend Engineer,"Boston, MA",137777,20,4.2,glassdoor,2025-09-17 00:52:04.469103
Amazon,Security Engineer,"London, UK",112982,6,4.5,glassdoor,2024-09-29 00:52:04.469106
Meta,Senior Engineering Manager,"Berlin, Germany",76416,18,3.2,glassdoor,2024-10-09 00:52:04.469109
Uber,Engineering Manager,"Toronto, Canada",218398,1,3.5,glassdoor,2025-05-13 00:52:04.469113
AMD,Senior Software Engineer,"Toronto, Canada",170224,2,4.4,glassdoor,2025-07-11 00:52:04.469116
Tesla,Data Scientist,"Seattle, WA",190824,18,3.0,glassdoor,2025-06-02 00:52:04.469120
NVIDIA,Principal Software Engineer,"Toronto, Canada",206920,0,3.8,glassdoor,2025-03-27 00:52:04.469123
Tesla,Backend Engineer,"New York, NY",215184,4,4.4,glassdoor,2025-07-16 00:52:04.469128
Databricks,ML Engineer,"Chicago, IL",80582,12,4.3,glassdoor,2024-10-04 00:52:04.469131
Airbnb,Backend Engineer,"Berlin, Germany",131744,6,4.7,glassdoor,2025-07-05 00:52:04.469135
Tesla,Security Engineer,"Los Angeles, CA",140462,6,4.7,glassdoor,2024-10-13 00:52:04.469138
Uber,Full Stack Engineer,"Denver, CO",171897,8,3.9,glassdoor,2025-05-11 00:52:04.469142
Google,Frontend Engineer,"Denver, CO",129033,5,3.1,glassdoor,2025-08-18 00:52:04.469145
AMD,Backend Engineer,Remote - US,161997,9,3.4,glassdoor,2025-07-23 00:52:04.469150
Stripe,Engineering Manager,"Boston, MA",276514,8,3.4,glassdoor,2025-09-10 00:52:04.469153
Shopify,Mobile Engineer,"Seattle, WA",155929,18,3.9,glassdoor,2025-04-15 00:52:04.469157
IBM,Senior Product Manager,"Denver, CO",113054,6,4.4,glassdoor,2025-04-29 00:52:04.469160
Shopify,Security Engineer,"Boston, MA",102631,5,4.0,glassdoor,2025-02-05 00:52:04.469164
