"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"MI","FT","Machine Learning Engineer",165000,"USD",165000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",112000,"USD",112000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",128656,"USD",128656,"US",0,"US","M"
2023,"SE","FT","Data Architect",153000,"USD",153000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",239000,"USD",239000,"US",0,"US","M"
2021,"MI","FT","Data Engineer",112000,"USD",112000,"US",100,"US","L"
2024,"SE","FT","Data Scientist",247600,"USD",247600,"US",0,"US","L"
2023,"EX","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Science Consultant",122000,"USD",122000,"US",0,"US","M"
2020,"MI","FT","Business Data Analyst",135000,"USD",135000,"US",100,"US","L"
2023,"SE","FT","Data Scientist",240350,"USD",240350,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",153040,"USD",153040,"US",0,"US","M"
2023,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"SE","FT","Data Analyst",88670,"USD",88670,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2024,"SE","FT","Data Science",179000,"USD",179000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Engineer",185000,"USD",185000,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",170045,"USD",170045,"US",0,"US","M"
2023,"SE","FT","Data Science",144000,"USD",144000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M"
2024,"MI","FT","Data Analyst",77280,"USD",77280,"US",0,"US","M"
2023,"SE","FT","Data Scientist",167441,"USD",167441,"US",100,"US","M"
2024,"SE","FT","Data Analyst",96000,"USD",96000,"US",0,"US","M"
2023,"SE","FT","BI Developer",167500,"USD",167500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2024,"MI","FT","Machine Learning Scientist",150000,"USD",150000,"US",0,"US","M"
2023,"EX","FT","Data Scientist",200000,"USD",200000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"US","M"
2023,"SE","FT","Data Operations Engineer",289120,"USD",289120,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2024,"MI","FT","BI Developer",158000,"USD",158000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",212750,"USD",212750,"US",100,"US","M"
2023,"SE","FT","Data Science Manager",138750,"USD",138750,"US",100,"US","M"
2023,"MI","FT","Data Analyst",60000,"USD",60000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",162000,"USD",162000,"US",100,"US","M"
2024,"SE","FT","Research Engineer",237650,"USD",237650,"US",0,"US","M"
2023,"MI","FT","Data Analyst",65000,"GBP",79976,"GB",100,"GB","M"
2023,"EN","FT","Data Engineer",220000,"USD",220000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",127500,"USD",127500,"US",100,"US","M"
2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",100,"US","M"
2023,"SE","FT","Computer Vision Engineer",170000,"USD",170000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",52500,"USD",52500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",173200,"USD",173200,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",144000,"USD",144000,"CA",100,"CA","M"
2022,"SE","FT","Data Scientist",136620,"USD",136620,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2022,"SE","FT","Data Architect",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",62000,"USD",62000,"US",0,"US","M"
2024,"EX","FT","Data Engineer",136000,"USD",136000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M"
2024,"SE","FT","Data Analyst",117725,"USD",117725,"US",100,"US","M"
2022,"SE","FT","Data Engineer",105000,"USD",105000,"US",100,"US","M"
2022,"MI","FT","Data Scientist",78000,"USD",78000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",309000,"USD",309000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",250000,"USD",250000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",64000,"GBP",80000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",204300,"USD",204300,"US",0,"US","M"
2023,"MI","FT","Data Engineer",202400,"USD",202400,"US",0,"US","M"
2024,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M"
2020,"SE","FT","Staff Data Scientist",164000,"USD",164000,"US",50,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2024,"MI","FT","Data Analytics Manager",88000,"USD",88000,"US",0,"US","M"
2024,"EX","FT","Machine Learning Engineer",233500,"USD",233500,"US",0,"US","M"
2024,"SE","FT","Data Scientist",175000,"USD",175000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",151410,"USD",151410,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",1300000,"INR",15809,"IN",100,"IN","S"
2023,"SE","FT","Machine Learning Engineer",132600,"USD",132600,"US",0,"US","M"
2023,"MI","FT","Data Engineer",149600,"USD",149600,"US",0,"US","M"
2022,"SE","FT","Data Engineer",275000,"USD",275000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Developer",140000,"USD",140000,"CA",100,"CA","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2024,"MI","FT","Data Strategist",65000,"USD",65000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"MI","FT","Data Engineer",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"CA",100,"CA","M"
2023,"SE","FT","Data Analyst",51962,"USD",51962,"US",0,"US","M"
2022,"SE","FT","Data Scientist",88100,"USD",88100,"US",0,"US","M"
2023,"SE","FT","Data Engineer",96000,"USD",96000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",139400,"USD",139400,"US",0,"US","M"
2023,"SE","FT","Research Engineer",225000,"USD",225000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2024,"EN","FT","Data Reporting Analyst",90300,"USD",90300,"US",0,"US","M"
2023,"MI","FT","Data Manager",109000,"USD",109000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",212000,"USD",212000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",164000,"USD",164000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",128500,"USD",128500,"US",0,"US","M"
2024,"MI","FT","Data Engineer",210000,"USD",210000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",177600,"USD",177600,"US",100,"US","L"
2024,"MI","FT","Business Intelligence Engineer",65800,"USD",65800,"US",0,"US","L"
2021,"MI","FT","Data Analyst",75000,"USD",75000,"US",0,"US","L"
2024,"MI","FT","Data Scientist",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",225000,"USD",225000,"US",0,"US","M"
2022,"EN","FT","Machine Learning Research Engineer",63000,"EUR",66192,"DE",50,"DE","L"
2023,"SE","FT","Machine Learning Engineer",275000,"USD",275000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",38000,"GBP",47500,"GB",100,"GB","M"
2021,"MI","FT","Data Engineer",48000,"GBP",66022,"HK",50,"GB","S"
2023,"MI","FT","Data Engineer",45000,"EUR",48585,"SI",100,"SI","M"
2024,"SE","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2024,"SE","FT","Data Analyst",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",168400,"USD",168400,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Engineer",156476,"USD",156476,"US",100,"US","M"
2024,"MI","FT","Data Analyst",61800,"USD",61800,"US",100,"US","M"
2024,"MI","FT","Data Scientist",161875,"USD",161875,"US",0,"US","M"
2024,"MI","FT","Data Engineer",121800,"USD",121800,"US",0,"US","M"
2023,"EX","FT","Head of Data",269600,"USD",269600,"US",100,"US","M"
2021,"EN","FT","Applied Data Scientist",80000,"GBP",110037,"GB",0,"GB","L"
2024,"SE","FT","Machine Learning Engineer",315000,"USD",315000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",266500,"USD",266500,"US",0,"US","M"
2024,"EN","FT","Data Engineer",45600,"EUR",50666,"LT",0,"LT","M"
2024,"MI","FT","Data Engineer",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",203100,"USD",203100,"US",0,"US","M"
2022,"MI","FT","Data Operations Engineer",100000,"USD",100000,"US",100,"US","M"
2022,"MI","FT","Data Scientist",54000,"USD",54000,"BR",100,"BR","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",121000,"USD",121000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",55000,"USD",55000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"US","M"
2023,"MI","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",116000,"USD",116000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",110000,"USD",110000,"CA",0,"CA","M"
2023,"SE","FT","Applied Scientist",138600,"USD",138600,"US",0,"US","M"
2022,"SE","FT","Data Scientist",198440,"USD",198440,"US",100,"US","M"
2022,"SE","FT","Lead Machine Learning Engineer",66000,"EUR",69344,"PT",100,"PT","L"
2023,"MI","FT","Data Analyst",58500,"USD",58500,"US",0,"US","M"
2023,"EN","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",85000,"USD",85000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",92300,"USD",92300,"US",0,"US","M"
2024,"SE","FT","Research Scientist",85469,"USD",85469,"US",100,"US","M"
2024,"MI","FT","Data Engineer",85000,"GBP",106250,"GB",0,"GB","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2024,"EX","FT","Data Engineer",163500,"USD",163500,"US",0,"US","M"
2022,"SE","FT","Data Engineer",35000,"GBP",43096,"GB",100,"GB","M"
2024,"SE","FT","Machine Learning Engineer",255800,"USD",255800,"US",0,"US","M"
2022,"MI","FT","Analytics Engineer",100000,"USD",100000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",112000,"USD",112000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2023,"MI","FT","Director of Data Science",192000,"USD",192000,"US",0,"US","M"
2022,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",74300,"USD",74300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",323300,"USD",323300,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",287500,"USD",287500,"AU",0,"AU","M"
2024,"SE","FT","Data Scientist",112000,"USD",112000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",207300,"USD",207300,"US",0,"US","M"
2023,"SE","FT","Research Engineer",157000,"USD",157000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",115000,"USD",115000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",50490,"EUR",56100,"NL",0,"NL","M"
2024,"SE","FT","Data Scientist",210000,"USD",210000,"US",0,"US","M"
2023,"SE","FT","Data Science Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",55000,"USD",55000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",197000,"USD",197000,"CA",0,"CA","M"
2023,"SE","FT","Data Scientist",100000,"USD",100000,"US",0,"US","M"
2021,"MI","FT","AI Scientist",30000,"USD",30000,"GH",0,"GH","S"
2023,"SE","FT","Data Scientist",310270,"USD",310270,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",150000,"USD",150000,"US",0,"US","M"
2024,"SE","FT","Data Science",243000,"USD",243000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2022,"MI","FT","Data Scientist",75000,"GBP",92350,"GB",0,"GB","M"
2023,"SE","FT","ML Engineer",238000,"USD",238000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",235000,"USD",235000,"US",0,"US","M"
2024,"SE","FT","Lead Machine Learning Engineer",70000,"EUR",77777,"FI",50,"FI","L"
2024,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",291500,"USD",291500,"US",0,"US","M"
2024,"SE","FT","ML Engineer",110000,"GBP",137500,"GB",0,"GB","S"
2023,"MI","FT","Data Analyst",206000,"USD",206000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2022,"MI","FT","Data Scientist",55000,"GBP",67723,"GB",0,"GB","M"
2023,"SE","FT","Machine Learning Engineer",204000,"USD",204000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2024,"SE","FT","Machine Learning Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"SE","FT","Data Lead",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",159100,"USD",159100,"US",0,"US","L"
2022,"SE","FT","Data Analyst",113000,"USD",113000,"US",100,"US","M"
2022,"MI","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M"
2024,"EX","FT","Data Science",220000,"USD",220000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",205600,"USD",205600,"US",0,"US","L"
2024,"SE","FT","Machine Learning Engineer",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",205000,"USD",205000,"US",100,"US","M"
2023,"EX","FT","Data Manager",70000,"USD",70000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",157500,"USD",157500,"US",100,"US","M"
2023,"SE","FT","Data Manager",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",126900,"USD",126900,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",230000,"USD",230000,"US",100,"US","M"
2024,"EN","FT","Research Analyst",219000,"USD",219000,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"MI","FT","Data Scientist",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",180000,"USD",180000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",106800,"USD",106800,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",192000,"USD",192000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",101570,"USD",101570,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",331640,"USD",331640,"US",0,"US","M"
2023,"SE","FT","Research Scientist",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",245100,"USD",245100,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2021,"SE","FT","Staff Machine Learning Engineer",185000,"USD",185000,"US",50,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",63000,"USD",63000,"US",0,"US","M"
2024,"MI","FT","Data Science",106500,"USD",106500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",238000,"USD",238000,"CA",100,"CA","M"
2024,"MI","FT","Data Analyst",195600,"USD",195600,"US",100,"US","M"
2023,"SE","FT","Data Engineer",155000,"USD",155000,"US",0,"US","M"
2024,"SE","FT","Data Lead",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M"
2023,"EN","FT","Research Analyst",43500,"USD",43500,"US",100,"US","M"
2024,"MI","FT","Data Integration Engineer",110000,"USD",110000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",127000,"USD",127000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",100000,"GBP",123040,"GB",0,"GB","M"
2024,"SE","FT","Data Engineer",60000,"EUR",66666,"PL",100,"PL","M"
2023,"SE","FT","Data Scientist",228000,"USD",228000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",72400,"USD",72400,"GB",0,"GB","M"
2022,"SE","FT","Data Architect",192564,"USD",192564,"US",100,"US","M"
2022,"SE","FT","Data Engineer",195700,"USD",195700,"US",0,"US","M"
2024,"EN","FT","Machine Learning Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",303050,"USD",303050,"US",0,"US","M"
2024,"EX","FT","Head of Machine Learning",245000,"USD",245000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",213600,"USD",213600,"US",0,"US","M"
2022,"MI","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M"
2024,"SE","FT","Research Scientist",500000,"USD",500000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",54552,"USD",54552,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",100000,"USD",100000,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2022,"MI","FT","Machine Learning Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",65000,"USD",65000,"AE",100,"AE","S"
2024,"MI","FT","Data Engineer",80420,"USD",80420,"US",0,"US","M"
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",211000,"USD",211000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",100,"US","M"
2023,"MI","FT","Machine Learning Scientist",200000,"USD",200000,"US",0,"US","S"
2023,"SE","FT","Research Scientist",202350,"USD",202350,"US",0,"US","M"
2023,"SE","FT","Data Analyst",121600,"USD",121600,"US",100,"US","M"
2024,"MI","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Science Manager",231250,"USD",231250,"US",100,"US","M"
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",140250,"USD",140250,"US",100,"US","M"
2023,"SE","FT","Data Scientist",172758,"USD",172758,"US",100,"US","M"
2024,"MI","FT","Data Scientist",90500,"USD",90500,"US",100,"US","M"
2024,"SE","FT","Data Scientist",105000,"USD",105000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",127075,"USD",127075,"US",100,"US","M"
2023,"SE","FT","Data Analyst",50000,"GBP",61520,"GB",0,"GB","M"
2023,"SE","FT","Research Scientist",323300,"USD",323300,"US",0,"US","M"
2022,"SE","FT","Data Scientist",205000,"USD",205000,"US",0,"US","M"
2023,"MI","FT","Business Intelligence Engineer",185000,"USD",185000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",167000,"USD",167000,"US",0,"US","M"
2023,"SE","FT","Data Science",207900,"USD",207900,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",238000,"USD",238000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",221000,"USD",221000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",26800,"GBP",32974,"GB",0,"GB","M"
2024,"SE","FT","Data Analyst",153900,"USD",153900,"US",0,"US","M"
2023,"MI","FT","Machine Learning Scientist",230000,"USD",230000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",115000,"USD",115000,"US",0,"US","M"
2024,"MI","FT","Data Integration Specialist",75000,"GBP",93750,"GB",100,"GB","M"
2024,"SE","FT","Business Intelligence Engineer",78800,"USD",78800,"US",100,"US","M"
2023,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",196000,"USD",196000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Data Infrastructure Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"MI","FT","AI Scientist",121000,"AUD",81838,"AU",100,"AU","L"
2023,"SE","FT","Data Architect",180000,"USD",180000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",95400,"USD",95400,"US",100,"US","M"
2023,"MI","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",192300,"USD",192300,"US",100,"US","M"
2024,"EN","FT","Research Analyst",115000,"USD",115000,"US",100,"US","M"
2021,"SE","FT","Data Science Manager",152000,"USD",152000,"US",100,"FR","L"
2022,"SE","FT","Data Analyst",112900,"USD",112900,"US",100,"US","M"
2023,"SE","FT","Data Science",95100,"USD",95100,"US",100,"US","M"
2023,"MI","FT","Data Scientist",107682,"USD",107682,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"US",0,"US","M"
2024,"SE","FT","Data Architect",110000,"USD",110000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",103000,"USD",103000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",73100,"USD",73100,"US",0,"US","M"
2023,"MI","FT","Research Engineer",100000,"USD",100000,"US",100,"US","M"
2024,"MI","FT","Research Engineer",128000,"USD",128000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",126000,"USD",126000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",94000,"USD",94000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",100000,"GBP",125000,"GB",0,"GB","M"
2024,"SE","FT","Business Intelligence Analyst",148300,"USD",148300,"US",0,"US","M"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2024,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M"
2024,"SE","FT","AI Engineer",287500,"USD",287500,"US",0,"US","M"
2024,"MI","FT","Data Engineer",58300,"USD",58300,"US",0,"US","M"
2023,"MI","FT","Data Analyst",50000,"USD",50000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",275000,"USD",275000,"DE",0,"DE","M"
2023,"SE","FT","Research Scientist",90700,"USD",90700,"US",0,"US","M"
2023,"MI","FT","Data Analyst",31200,"EUR",33686,"EE",0,"EE","M"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2024,"SE","FT","Data Scientist",81410,"USD",81410,"CA",0,"CA","M"
2023,"EN","FT","Data DevOps Engineer",44382,"EUR",47918,"NL",50,"NL","L"
2024,"SE","FT","Research Scientist",123765,"USD",123765,"US",100,"US","M"
2024,"MI","FT","Data Scientist",116259,"USD",116259,"AU",0,"AU","M"
2024,"MI","FT","Machine Learning Engineer",260100,"USD",260100,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",210200,"USD",210200,"US",100,"US","M"
2024,"SE","FT","Research Scientist",440000,"USD",440000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",254000,"USD",254000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",112000,"USD",112000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",253000,"USD",253000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",104300,"USD",104300,"US",0,"US","L"
2023,"SE","FT","Research Engineer",240000,"USD",240000,"US",100,"US","M"
2022,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",109400,"USD",109400,"US",0,"US","M"
2024,"SE","FT","Research Scientist",245000,"USD",245000,"US",0,"US","M"
2024,"SE","FT","ETL Developer",53300,"USD",53300,"US",0,"US","M"
2024,"SE","FT","Machine Learning Scientist",252000,"USD",252000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",106800,"USD",106800,"US",0,"US","M"
2024,"MI","FT","Data Science",142500,"USD",142500,"US",100,"US","M"
2022,"EN","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",144650,"USD",144650,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",172200,"USD",172200,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",234700,"USD",234700,"US",0,"US","M"
2023,"SE","FT","Data Analyst",67000,"USD",67000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","L"
2024,"SE","FT","Data Scientist",226000,"USD",226000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",214200,"USD",214200,"US",0,"US","M"
2024,"SE","FT","Computational Biologist",242000,"CAD",186153,"CA",0,"CA","M"
2024,"EX","FT","Data Analyst",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",180000,"USD",180000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",132974,"USD",132974,"US",0,"US","M"
2023,"SE","FT","Data Scientist",178000,"USD",178000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",214500,"USD",214500,"US",0,"US","M"
2023,"MI","FT","Data Scientist",42000,"GBP",51676,"GB",0,"GB","M"
2023,"SE","FT","Data Science Engineer",220000,"USD",220000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",100000,"USD",100000,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Analyst",33966,"GBP",42457,"ZA",0,"ZA","M"
2023,"EX","FT","Data Scientist",258750,"USD",258750,"US",0,"US","M"
2024,"SE","FT","AI Engineer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",93300,"USD",93300,"US",0,"US","M"
2022,"SE","FT","Data Analyst",35000,"EUR",36773,"ES",0,"ES","M"
2022,"SE","FT","Data Engineer",138750,"USD",138750,"US",100,"US","M"
2024,"SE","PT","Data Architect",212000,"USD",212000,"US",0,"US","M"
2023,"SE","FT","Data Architect",222000,"USD",222000,"US",100,"US","M"
